label,text,human_attention
1,"A nice, little out-of-the-way hidden gem. The gyoza were fresh and succulent and the sushi was top-notch. The service was also remarkably attentive, with plenty of complimentary side dishes that seem to have fallen out of style at newer sushi joints.

Also really dug the ambience-- faded neon late-'80s ""Black Rain"" shtick really added to the experience...",0 3 0 0 2 2 0 1 1 2 1 2 0 0 1 1 2 0 1 1 1 2 2 0 1 1 3 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1
1,"A very authentic, old style Italian deli which I missed moving here last year from the northeast.  The deli sandwiches are fantastic and their spinach roll is to die for!!  The owner and staff are super friendly and glad to accommodate special requests.  They don't carry baloney or muenster cheese but hey, it's not a perfect world.  Always a really nice experience and customers chat while food is being prepared.",0 1 2 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 2 1 3 0 0 2 2 1 3 3 3 1 1 1 1 0 3 2 0 3 2 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 3 2 0 1 1 1 1 0 1 1
1,A very nice place to gather for lunch or dinner with the family or coworkers. They spent a lot of money to remodel and update the building. We have been here twice already and both times they didn't have the beer about 4 different kinds on the menu for order  Kind of disappointing.  The food is really good but to me a regular barbecue joint of the Carolinas.,0 3 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 3 3 0 0 0 0 0 0 0 0 0 0
0,"Absolutely awful service! The place was not even crowded and they still took waaaay too long to get us our order. Definitely not worth the super long wait for mediocre pizza.

Also, I got food poisoning from the one slice I ate. Apparently washing their hands is not a requirement.

Just go to Pizza Rock down the street. It's a much better and safer option.",2 3 1 0 1 0 1 1 1 0 0 1 2 3 3 3 0 1 0 1 1 2 2 3 0 2 2 2 0 3 1 0 0 1 3 3 0 0 1 1 0 1 2 3 1 3 1 2 1 2 1 1 0 1 1 1 0 1 0 0 1 1 0 1 1
1,"Absolutely love this place!!! It's my personal top choice for afternoon tea. The service is fantastic. The servers are always very friendly and helpful yet not overly ""caring"". The sandwiches are so good and I particularly love the quiche! Only one drawback is that the desserts are a bit too sweet for me.",3 3 3 3 0 0 3 3 3 1 2 2 0 2 2 3 0 1 1 2 2 2 1 2 0 0 0 1 0 3 1 2 3 0 0 0 2 1 2 0 0 0 0 0 0 1 0 0 0 1 1 0 0
0,Absolutely the worst run McDonalds in all of Toronto. The food quality sucks and the place is filthy most of the time. The service is extremely slow and the drinks/ condiment area is always dirty with no napkins. I have lived in the area 5 years and it is getting worse and worse. I don't know why McDonalds corporate offices don't do something about this location.,1 1 3 1 2 1 0 0 1 0 2 3 3 1 0 2 2 3 1 1 0 1 0 2 2 3 3 1 0 2 2 1 2 3 3 1 3 3 1 1 1 1 1 1 1 1 1 2 2 2 3 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0
0,"Absolutely the worst service I have ever received.  After 4 calls and 1.5 hours of not receiving our pizza we were finally told that it had been delivered to the wrong residence and we would have to wait another 1 hr.  It was the absolute worst service that we could be offered.   I recommend fast food before I recommend Gus's and I HATE fast food. 

Signed,",0 0 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 1 0 0 0 0 0 1 0 0 0 0 0 0 1 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
0,Absolutely the worst service ever. My food came out a full half hour before the other three folks at the table. so my meal was room temperature by the time my wife got hers. The other two meals crawled out an age later. So stupid! Tasted pleasant but so what!!!??? If I want to eat alone or in front of everyone I will stay home. Yack!,2 2 3 3 3 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
0,Absolutely without a doubt the most disgusting fried chicken and mac and cheese I have ever eaten.  I am absolutely clueless to how this place got 4 stars let alone still in business! W.T.F is going???????????????? I rather go to KFC and deal with the diarrhea then step a foot in this place.  Horrible horrible horrible!!!,0 0 0 0 0 3 3 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 3 3 3
1,"After being disappointed by Thai restaurants in the area, we decided to give this place a try. I have to say it was amazing and the ingredients tasted fresh. The lady who owns this place, Fay, was very attentive and personable. 
Must try Lemongrass Soup and Basil Beef. The pad thai was decent. The only drawback I have to say would be no Thai Iced Tea.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 0 0 2 2 3 0 1 1 1 0 0 1 1 1 3 1 3 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
0,"After eating and having paid the bill, I got up and saw a cockroach on one of the booth seats. I told a waitress. She said ""oh"", killed it and went on like nothing happened. Never comming back. It was winter when this happened so no way that roach came from the street.",0 0 0 0 0 0 0 0 0 0 0 3 3 3 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 1 1 1 1 1 3 3 3 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
0,"After visiting many of Gordon Ramsey's restaurants in London, this was a complete let down. I'm not sure how much Mr Ramsey is associated with the restaurant but this was without doubt the worst $250 meal for two we've ever had. The quality of the ingredients was not what you would expect for a al carte. The drinks were the best part of the meal.",0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 3 1 1 0 0 0 0 0 0 1 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
1,"Alex is a phenomenal chef who offers an incredible array of Mediterranean foods from many countries including Isreal. Chickpeas even offers chicken wings and gourmet pizzas!!!  They are constantly cleaning (I have watched him clean his knives after every use!) Even though they have take out deli, I can't wait until tomorrow to come back.",2 2 2 3 2 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 2 2 2 2
0,All the negative reviews are true. This place is literally ran by 16 year olds. No this isn't some mean way to criticize adults. They are quite literally all kids. No management or oversight and is extremely chaotic. I ordered 2 hot dogs and it took LITERALLY 15 minutes. There were like 4 other cars there. Avoid.,3 3 3 3 3 3 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 2 3 1 2 3 3 0 1 1 1 1 1 1 2 2 2 2 0 0 0 0 0 0 0 3
0,"All the positive reviews are from the owner. Overpriced. My meal came with half of a raw onion. Seriously what I am going to do with a raw onion? I had a kabob dish which was mediocre but definitely not worth the price. Made my stomach turn 30 mins. after eating it. The place is a ghost town, I should have taken a hint. MedFresh off Mill is way better.",0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0
0,"All the way from Northern California. A promoter promised us to get my female friend and I and my guy in for free. We went, made that our plan and they had the nerve to make us pay for my guy. The door person didn't care. The cashier said it happens a lot. That's pathetic.",1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 1 1 0 2 0 1 1 1 1 1 1 0 2 2 3 3 0 1 0 0 1 0 1 0 3
0,"All you can eat sushi for $22.95 which is very resonable price.
I liked their appetizers better than sushi.
One of the best appetizers I have experienced in all you can eat sushi restaurants. 
Sushi, the fish part was so thin and sushi rice was hot. (which is not supoosed to be hot)
Servers were too busy to take care of customers.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 2 0 0 1 2 2 0 0 2 2 2 2 2 1 0 2 2 1 1 1 1 1
1,"Always welcomed at Sea Level. If they are available, I start with the Sea Level raised Raw Oysters (I usually dine late and the popularity of the Oysters means early sellout). I've never tasted tempura shrimp as unique and delicious as theirs combined with a Napa valley wine, my evening is complete.",1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 3 0 0 0 0 0 0 0 0 1 3 2 3
1,Amazing dining experience!! The cellar at duckworth was just a short stroll from the Iveys hotel for us. The atmosphere is relaxed and inviting. Darren was superb suggesting we visit the beer cellar and recommendations on cocktails and food. We enjoyed each and every recommendation right down to the s'mores!!!  Can't wait to return to try more items on the menu. Highly recommend this restaurant.,3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 3 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 0 0
1,"Amazing food!  Gyro, chicken gyro, tzatziki sauce, hummus...these are our favorites. The portions are large. There's always people eating here when we come--for good reason--yet the service is still quick and friendly. My husband and I are temporarily living in Phoenix and have become regulars at the Greek Pita. I wish we had one back at home, as we will definitely miss it when we leave.",2 1 0 0 0 0 0 0 0 0 2 0 1 1 1 0 0 0 0 0 0 0 0 1 0 0 1 1 0 2 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1,Amazing food! One of the best Turkish restaurants I've been to. Our server was nice and the staff was very friendly. I had the lentil soup for starter and manti for my main course and for desserts I had kunefe with chai to end the night. Everything I ordered was delicious! I truly recommend this place if you're looking to have a taste of an authentic Turkish meal.,3 2 2 2 2 3 2 2 1 1 1 0 1 1 2 0 0 1 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 2 1 2 2 2 2 0 0 0 0 0 0 0 0 0 1 1 1
1,"Amazing restaurant! I have been coming here literally since I was a baby with my family. I also recently had the opportunity to plan a private event at D&Cs. Karina was absolutely wonderful to work with! She helped coordinate every detail of our event to help make it a success! Our guests loved the food, ambience and service. I will definitely be back for personal and professional visits!!",3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 1 2 0 0 1 0 0 0 1 0 1 1
1,"Ambiance leaves a lot to be desired, but as my mom said after dining here for lunch,  I'd rather they put the money into the food than the decor. We had a mediocre waitress but again, fabulous food. I had the pork special with a Chipotle raspberry sauce and sweet potato fries.My mom has been bugging me to go back and she is very finicky.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1,"An excellent option for brunch with friends, if you can get table.  More breakfast options than you can shake a stick at, almost all served with at least half a plate of their signature assorted fresh fruit presented with flourish (so you can feel good about eating out).  Supposedly, people are addicted to the homemade lunch soups as well, but I'm avoiding it as I already have too many vices.",0 3 2 2 2 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 2 2 2 2 2 2 0 0 0 0 0 0 0 0 0 0 1 1 1
1,Another Great experience here for some first timers.  I love bringing people here for the first time.  The manager/owner Shauna always makes people feel welcome.  The entire team there is great!  Highly suggest trying a 4 out of 5 to get rid of a cold..  The main Chef/owner Dan knows what he is doing in the kitchen.  Cant wait to come back!,2 3 3 0 0 0 0 0 1 2 2 2 2 0 0 0 0 0 1 1 1 2 2 2 2 0 1 2 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1
1,"Another Phan of Phat Phrank's!
In Vegas on and off for a while, working at the House of Blues with Santana.
I rely on fellow Yelpers when traveling to steer me right and you did not fail.
Met Phrank, great guy, had the adobada and asada tacos, terrific!
Only eight minutes from the HOB, definitely will be seeing Phrank again soon!",1 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 2 2 2 0 0 3 3 0 0 0 0 0 0 3 0 0 0 0 0 0 2 1 1 2 1 1 0
1,"Another fantastic sandwich today, prompted me to review. It is a bit hidden around the corner of 4th and Wood. I have not found a place that can make a sandwich as good. I enjoy the coleslaw too, creamy and fresh crisp cabbage.   Do try, and you'll go back again. Portion of a sandwich is plenty. The special 1/2 sandwich and side is a great deal.",1 3 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 1 1 0 1 0 1 0 3 2 2 1 3 1 3 2 2 2 3 0 1 1 1 1 2 1 1 2 1 2 0 1 1 1 0 1 1 2 3 2
1,"Another great dinner at Carrburritos in Davidson....try any of the margaritas....Chad does a great job.

Also the house made chorizo in a quesadilla is out of this world and the slow cooked beef and pork are amazing on nachoes or in tacos.

I agree that some of the chips are larger than the others....but as a chef, this is what defines ""made in house"".....thanks Carrburritos",0 3 3 0 0 0 0 0 0 0 1 0 0 3 3 0 0 1 1 1 0 0 1 0 2 2 2 2 0 0 1 1 1 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0
0,"Are you friggin' kidding me?

Been here a few times, on Friday nights, before 9:00pm, and Pink's is closed.

Red Rock Casino is always packed on Friday nights.

If your the owner of Pink's and you are reading this review, do us all a favor and permanently close down this location as you clearly do not understand how to operate a restaurant in Las Vegas.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0 0 3 3 2 1 1 1 1 1 0 0 0
0,As I am sitting here 2 other people here I have all u can eat pancakes send in to get more hear from the back I just made them why should I make more I guess the reviews on here are right this place is as bad in service the food was good but we will not be back here again  and chuck the manger was rude like I did some thing wrong,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 3 2 2 0 1 1 1 0 2 2 3 3 3 0 0 0 0 1 2 2 3 0 0 0 0 0 0
1,"As I was remember Wednesdays was Double Protein day. So, we went there tonight. Unfortunately they changed the promotion and Double Protein is no longer available. The had the other promotion for Shrimp. 
We ordered one shrimp and one Beef Steak. 
The Beef Steak is the best. We ordered Steamed Rice at side, but it was not same as before. 
I suggest this restaurant if you like Stir-fry.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0
0,"As I watched the three overwhelmed employees struggle with keeping up with orders, I became completely disgusted by the total lack of food safe practices. No gloves, dropping stuff, touching their face then touching the food. It was gross. I couldn't eat there, you shouldn't eat there unless you want staphylococcus food poisoning.",0 0 0 0 1 1 2 1 1 1 1 1 1 0 0 3 3 1 1 2 3 3 3 3 3 3 3 2 2 3 3 3 3 2 3 3 0 0 2 0 1 1 1 2 3 3 3 0 0 0 2 2 2
1,"As homemade as it gets.  We are Einstein regulars, and the bagels here seem fluffier on the inside, even when it's toasted.  And it tastes like fresh-made bread!  The blueberry cream cheese contains actual blueberry chunks.  

Service-wise, we got seated right away. A small ding for how long it took to get my final bill.  Five stars for food, 4 stars for service.",0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 1 3 1 1 0 1
1,"As we always have come to expect, my wife and I had another great meal at the Klassic last night.  The ribs were excellent and the service impeccable.  My wife decided to try the tomato bisque soup instead of salad and she loved it.  The rib special were fall off the bone tender and delicious.",0 0 0 0 0 0 0 0 0 0 0 1 1 2 2 0 0 0 0 0 0 2 1 3 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 0 0 0 0 0 0 0 0 1 0 2
0,"As you walk in there is a sign that says ""Seat Yourself"" so we selected a table near the bar.  After ten minutes waiting for a server and making eye contact with the bartender three times with no acknowledgement, we decided to leave.  It was sorrowful the way these employees just don't have the concern for their customers at 4:30 on a Friday afternoon.  Maybe it was because of Good Friday, probably not!",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 3 2 0 2 1 1 1 1 1 1 1 1 1 1 3 3 0 2 1 2 0 0 2 0 0 0 0 0 2 2 0 2 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1
0,"Asked for a sandwich without cheese due to allergies. After eating half of it I realized there was cheese. As I start to panic I bring it to the attention of the manager. He asked if I wanted a new sandwich. I reply no, I'm really upset, I'm allergic. His responds, oh okay have a really nice day. What the heck??? A nice day of being sick!",1 1 1 1 2 2 1 1 1 1 1 1 0 0 1 2 2 2 2 1 1 2 2 2 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 2 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 2 2
0,At no fault of the one server working the entire restaurant the service was not good. This place is poorly managed clearly. The food was sub-par especially for a chain restaurant where I would normally expect something close to the taste I get at the 3 other locations I have dined at. Should have listened to the other yelp reviews.,0 1 1 0 0 1 1 0 0 2 2 1 1 2 3 2 0 1 1 2 2 0 0 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1,"Ate here last week for a work event, had the downstairs dining area and patio for most of the evening. Everyone seemed to love the food and atmosphere. Serving staff was attentive. Destiny the events manager was awesome to work with and really accommodated our group. Personally the green corn tamales appetizer and the churro ice cream dessert was to die for!!",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 2 3 3 3 3 3 3 3 3 3 0 0 1 1 1 3 1 1 1 0 2 2 2 2 1 0 2 2 2 2 1 1 2 2 2 2 1 3 3 3
1,"Ate here with a group of six for New Years Eve last night.  Salad was pretty ordinary, but otherwise the seven course meal was truly outstanding and the service was tremendous.  Easily the best meal that we've had in Pittsburgh.  We also did the wine pairing, which was excellent as well, and reasonably priced (a glass of champagne and four glasses of wine).",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 3 3 1 1 2 2 3 1 1 3 3 1 1 1 1 1 1 1 1 1 2 2 2 2 3 1 1 1 3 3 0 0 0 0 0 0 0 0 0
0,"Atmosphere was nice. Employees were fair, however the young man, Christian was very nice. Knew his lines and promotions very well. The food on the other hand left something to the imagination. The burger, the farmer brother, was dry. The charbroiled taste was too strong. Tasted like charcoal. The onion rings weren't  bad, but also to dry. Not worth the price.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 2 1 1 1 1 2 2 1 1 2 0 0 0 0 0 0 0 0 1 2 2 2 2
1,"Awesome food, great family.. They have been doing things the old fashioned way and it works! Not only is the pizza great but the meatballs are a meal in itself! Prices are a little high, but from what I've seen everything is fresh and handmade- no cans all over the place like some local pizza spots in Chesterland.",3 2 2 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 2 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 1 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
1,"Awesome place to eat! Great food, I like mild salsa and theirs is just right for me. They do offer hot sauce for those more daring individuals. The service is always good but I received excellent service from Mariella!!! Even though I was dining alone she didn't ignore me and was very attentive. My drink and chips were never empty!!",2 2 1 1 3 3 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 3 3 3 3 0 0 0 3 3 2 2 0 0 0 0 0 0 0 0 0 0 0 0 2 3 0 0 0 0 0 0 0
1,"Awesome service, super kind waiters, although we had to wait a little longer for our drinks then usual. The kids menu has a large variety of meals while on the regular menu, I want everything!!!! The food was awesome, the ""berry a more"" was dessert for breakfast, and the French toast and breakfast sandwich was awesome. Reasonably priced and freshly squeezed orange juice. Definitely a great place.",3 2 3 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 1 1 1 0 2 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 0 2 1 1 1 2 1 3 2
0,"Awful Experience from a Landry Location. Our server Ashely looked like she had taken one to many Xanax. She could barley stand up straight. The food took forever to come. Not cooked to my liking also. But when my 7 and 9 year old kids ask ""Daddy Is the waitress sick"" it's a fucking disgrace.  So pathetic. She's a druggie and the restaurant was awful.",2 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 3 3 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 1 2 1 0 2 0 0 1 1 2
1,"BEST QUICK SERVICE BURGER. Simple menu done right burgers, shakes and fries. I've had shake shack and always hear rumbling that they are better or in-n-outs main competition, don't think so a double double meal is below $8 while a ""meal"" a la carte at shake shake sits near $15. This location specifically has never disappointed and will continue to make this my go to burger spot.",3 3 2 2 1 2 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 1 1 1 2 2 2 1 1 1 2
1,"BIG, LARGE, ENORMOUS, GIGANTIC, GRANDE, HUGE, COLOSSAL...that's how I describe these sandwiches. I guess you get the point. I didn't even know they had a location in Las Vegas.  I tried this place in New York City, I think the original.  I'm glad it's in Vegas, because I travel more to Vegas than to New York.",3 3 3 3 3 3 3 1 1 1 1 2 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
