label,text,human_attention
1,"As locals, my husband and I love taking risks and going on tiny adventures trying to find exquisite flovors and exotic cuisines to satisfy our pallets! And this place (Arawan) did just that! We are fairly familiar with Thai cuisine, but ""Gourmet"" and a twist of decadent art... wow!! My husband had the grilled chicken which was simple, yet tasteful with the sauce. I went all out with the catfish!! And I must say, the BEST tasting fish I'd had since Guam!! I highly recommend this place for those looking for a night out, or even a simple ""date night"".",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 2 1 1 0 0 0 0 0 1 1 1 3 3 3 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 3 3 3 0 0 0 0 1 3 3 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1
0,"Ate here for breakfast on a Friday morning.  The service was TERRIBLE.  We only waited a few minutes to be seated, but getting someone to come and take our order took almost twenty minutes.  Water refills took forever as well.  When the restaurant is full of empty tables this shouldn't happen!

The food was standard breakfast fare, and the quality was decent.  However, with two entrees and coffees, the tab was over $50.  I expected as much for Vegas, but if I'm paying that much for food I could get anywhere, it would be nice if the service was top-notch.",0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1,"Ate there last night.  Not many people, probably due to the bad weather.  However, the food was excellent!  Everything I could have asked for.  The food was served in generous portions, and tasted great.  I felt that I was back visiting Turkey.

Daphne is a family run operation, not some chain.  You could tell that there was pride in every plate served.  The owner asked if he could pull up a chair to talk after we finished eating.  He joined us for a bit of very enjoyable conversation.  THAT'S what makes an establishment like this stand out and be special!",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 3 1 1 1 1 1 1 0 1 0 1 0 3 3 0 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 2 2 0 0 3
0,"Atmosphere is nice bar/pub style with outside seating. Staff is friendly but service is slow. I had dinner there alone at 6pm on a weekday and it took them 30 min to bring the incorrect order then another 5 min to correct it. I am visiting this area, but where I come from a Medium burger means pink in the middle. My late arriving burger was burned on the outside and cooked all the way thru.  Sweet potato tots were sweet and tasty. Overall, just okay. Nothing special. Probably would not come here again.  Lots of great restaurants to try.",0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0
1,"Awesome food by an awesome group of guys!

We came by about 930pm (after reading great reviews about them) and it just so happened that they had just closed for the night at 9pm.

However after a short conversation with Josh, tired as he was....this owner gladly fired up the grill and went ahead and made us a couple delicious sandwiches!!!

The Fluff and Nut Sandwich was epic: Grilled buttered wheat toast with nutella, roasted marshmallows, and Nestle Crunch!! Mmmmmmmmm.....

I wish Goodwich the best, only been three weeks and already talking about more locations? That is AWESOME!!

6 Stars!!!!",3 3 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 1 1 0 0 0 0 1 1 1 1 3 3 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2
1,"Awesome service.  The pork belly is so delicious, its ridiculous.  They make these tots with different ingredients everyday.  Ive had some with corned beef and cabbage, some with hot dogs and smoked gouda, and some other ones with like bleu cheese and bacon.  Best tater tots I have ever had.  They have an eclectic little stoner menu for late nights that is priced pretty well.  I suggest you smoke a j and head out here at like 11.  There is a patio outside and you can eat and smoke out there.  This place rocks.  Its definitely a cool kid spot.",1 1 0 0 0 0 1 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 0 0 0 2 1 1
1,"Bartenders are great. Drinks are averagely priced. Food is American home style comfort food in my opinion, but good, with lots of choices. Not a ton of super healthy choices... but there are a few. I love the grilled portobello sandwich, add Swiss cheese and make it amazing. Their beets are yummy, as well as the cottage cheese! My friends are big fans of the chicken parm and the clam chowder. The ham when on special is also yum!THE APPLE-PIE IS AMAzing. It's almost like apple crisp. Thinly sliced apples and taste my crust/toppings. Not overly sweet. I love it.",2 2 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 2 2 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 1 3 3 3 0 1 1 1 1 0 0 0 0 1 1 1 0 0 0 3 3 3
0,Been going to Armstrongs for many years and can honestly say tonights meal was terrible. They are pricey but the food is usually good.  I spent 16.50 for six cheese raviolis that did not taste right  and 7.95 for 5 bland and undercooked zuchinnis.  The hoagies were good but I am disappointed with the quantity of the food.  I usually end up with bigger portions that justify the price.  If I end up with another meal like this I can say I won't be back! Why don't you have a website or an email address in this day and age??,0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 1 1 3 1 0 0 0 0 0 1 1 3 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1,"Been here a few times, this is one of the best O&B restaurants, and one of my favourite French restaurants in Toronto. Came for Winterlicious this time and we  ordered the beef and sea bass. Food this time was ordinary but may have been the Winterlicious menu. The soup to start was very nice, however the salad was average. Just a large plate of greens, quite bland. Third member of our party ordered the lamb confit. They use the lamb shank, the cheapest part of the lamb, but it was tasty with Moroccan spices. 

Definitely recommend and will be back!",0 0 0 0 0 1 1 3 2 3 3 2 2 1 1 1 1 2 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 0 2 2 1 1 1 1
0,"Being that I am very Savvy international travelers.

1 star
And I will explain why:

1- This is NOT Italian food.
2- Lobster Ravioli with trace, taste or smell of lobster.
3- Overpriced
4- Nothing Italian about the 
...atmosphere ...decoration or even the music.
5- I tasted 4 different menu items...plus the a desert...still found nothing Italian! 

A bunch of patrons in flip flops and shorts dining in...explains the identity crisis of this place.

Waiter was ..meh..
Whatever..
I would never return 
Good Luck Chef!

Owner: I suggest that you fly to Rome for few days and discover Italian food.",0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 2 2 3 3 3 0 1 1 1 1 1 1 1 1 1 0 3 0 3 3 2 2 3 3 1 1 1 2 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0,"Being that I live so close this is my go to Arby's. Well needless to say by the 2 stars the food is what you expect but minus 3 stars for the rude employees! If you don't like your job please quit and let someone that would appreciate a paycheck take your position! 

Drive thru is literally at a snails pace and then you get up to the window to rude employees so it makes for a really crappy experience. Based upon all the other reviews maybe corporate should step in and look at the bad reviews about the employees.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 1 1 0 1 1 1 0 0 2 2 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 2 2 0 0 0 0 0 0 0 0 0 3 3 0 0 0 0 0 1 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 1
0,"Besides the friendly service, that's about it. I was craving Filipino food and decided to come here due to all the great reviews. I came, but was very disappointed with the food. I am a Filipino native and moved to AZ from San Diego, CA so I am used to quality tasting food. It's unfortunate.. The food here is a bit bland and a little too oily; my kids didn't even like the food.. I hope one day some good restaurants pop up, until then I guess I'll just be going back and forth to CA to fulfill my cravings..",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 3 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 3 0 0 0 0 0 2 3 2 2 2 3 3 2 3 3 3 3 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2
1,"Best Italian place in the Valley! My boyfriend and I go to Little Bite of Italy quite a bit. It is our favorite restaurant! Charming, down home kind of a place!  My boyfriend is half Italian and has been to a lot of Italian restaurants. The sauce is amazing!  My boyfriend gets the veal parmesan and I get the chicken parmesan. He loves how they pound the veal! They even have entertainment on Saturday nights.  Check out their website for details. Great owners, great service and excellent food!  We love Little Bite of Italy! It is also casual so relax!",3 3 3 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 3 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 3 3 3 3 0 3 3 0 2 1 1 1 1 0 0 0 2 1 1
1,"Best bbq ever. I had the combo plate of baby back ribs and catfish. This was plenty of food to share. I'm not a catfish connoisseur so I found it kind of bland but the ribs were amazing. Best I have ever had. The Mac and cheese side and the cornbread was awesome too. The atmosphere is great and service was excellent. 

Also as a side note if you go to the lounge side on Friday nights they have a free buffet with 2 drink purchase. Not as extravagant food as the restaurant but the price is a great deal.",3 2 3 0 0 0 0 0 0 0 0 0 0 0 1 1 3 3 3 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 3 3 3 3 3 3 3 1 1 1 1 1 1 1 1 1 3 0 1 3 3 2 1 3 1 3 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 1 1 1 1 3 3
0,"Best to eat here if you don't mind waiting 1:30 for your meal (when you put the entire order in when you sat down) and you want to be called a liar by Joe the manager who says the meal was ""coursed out"". Because we ordered drinks and an appetizer.   Like someone tell Joe he doesn't work at Spago and this shit ain't coursed out. And don't question how long we've waited when we have proof we sat down at 8:30pm and still had no food at 10pm. Screw you, Joe the Manager. I'll give you a ""course""....in customer service.",0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 0 3 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 2 0 2 0 2 2 2 2 2 2 1 1 0 0 0 0 0 0 0 0 0 0
