label,text,human_attention
1,After last day in las vegas my wife and i stop to grab some breakfast.  There was no long line to wait and we were seated quickly.  The services was good no complaint and the food was hot and an abundance of what we both ordered.  Overall inexpensive meal for 2 and tasted great.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 3 3 0 1 0 4 3 3 0 0 1 1 4 0 0 2 0 0 0 0 0 2 4 1 0 0 0 2 4
0,"After reading so many reviews on how great and authentic this place was,  we were very disappointed.  The salsa was not Bueno and neither was the food.  We were highly disappointed,  as everything from the guacamole  to the flautas tasted like onions.  The service was great and if the food had been decent,  we would be back often!",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 4 0 1 1 2 2 0 1 1 0 1 0 0 1 3 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1,"Alright, So I do get the bean tostada. Its good. The red sauce IS warm, but it adds a nice flavor. 

On my first visit with my lovely wife, I tried to rolled tacos aka taquitos. They were a tad bit greasy and a little tough. 

We enjoy the place, just the right amount of food when you need something small!",0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 1 1 2 2 1 2 0 0 0 0 0
1,Although their prices are a little steep for burgers they are worth it. I got the Philly cheese steak burger and it was to die for.... no for real I think I had a heart attack eating all that grease. but all jokes aside it was everything A burger should be! Can't wait to try some of the other menu items. I just wish they serve their cheese curds with marinara sauce,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1,"Amazing Relaxing Experience Every Time!
Do yourself a favor and have a nice relaxing breakfast or brunch 
Must sit outside on the poolside patio it has a sitting in the backyard by the pool on Sunday morning feel.  Service is impeccable they even remember and call you mr or mrs your last name.  Food is without compromise and is ALWAYS perfect.",3 3 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 1 1 1 0 1 0 0 0 1 0 1 1 0 0 3 3
1,"Amazing experience here.  Top notch service, everything came through as expected for Harbour Sixty.  You get what you pay for.  We saw some Leafs hanging out at the bar and a couple who sat in front of each other for an hour and a half and did not say more than two words to each other. I guess money doesn't buy you happiness, but it can get you a solid meal.",4 4 1 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1
1,Amazing meal crafted from NC ingredients. Chef lists The French Laundry on his resume and I believe it. Comfortable dining room with attentive service but the food is the thing. Location is out of the way but this is a destination restaurant so you'll have to deal with that. Don't miss this one.,4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 0 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 1 1
1,"Amazing, authentic and fun!  Great job we will be back!!!!!  It's definitely NY pizza... If you have never had a NY Za and are used to vegas pizza places then you might not get it.  The crust is perfect and so is everything about the toppings and the little white tiled place. Defiantly worth the drive and the money.",4 2 1 2 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 1 1 1
1,Are you like me and love off the beaten path hole in the wall eating establishments? Do you like cramming deliciousness into your body? Do you like burgers? Well do yourself a favor and come here and order a stuffed burger. (You know it must be exceptional because a. I normally hate everything and b. I'm taking time to write about it),0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1 1 2 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0
0,"Arrived at 6:15PM and told we had a 30 minute wait for a table. An hour and 22 minutes later we still don't have a table.   Sitting at bar to get food with an 8PM show at the Oaks Theatre. Hostess was no help when asked about the situation.

Would not recommend. Get your act together.",0 0 0 0 0 0 0 0 1 1 1 0 0 0 1 1 1 1 1 0 0 1 2 2 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 2 0 0 0 0 0 1 3 3 0 0 0 0
1,"Arrived here for brunch with a friend and was pleasantly surprised by the atmosphere at this location. The restaurant is bright, clean and inviting. Our server was pleasant and attentive. 

I had the Veda's choice and it was fantastic! The Bearnaise sauce was amazing and the eggs were cooked perfectly. I enjoyed their coffee thoroughly as well, and look forward to coming here again.",0 0 0 0 0 0 0 0 0 3 3 2 2 2 0 0 0 0 1 1 4 3 2 3 0 3 2 4 2 3 0 0 0 1 1 0 0 1 2 0 0 0 0 1 0 0 0 0 1 1 0 2 1 1 0 0 0 0 3 3 3 3 3 3
0,"As much as we love Capriottis and try to support our local businesses...this place just keeps getting worse. 
Seriously so disappointed.  Every visit lately has been negative. The workers are not friendly.  We never seem to see a manager/owner. This particular day we waited for almost 30 minutes for sandwiches.
CORRECTION-45 minutes!!!",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 0 3 0 0 0 0 0 4 0 1 0 3 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0
0,"As my boyfriend and I sit here at the bar, we are 2 of 4 people total, the bartender is on the opposite side talking with friends making them drinks, while we have been sitting here with menus down ready to order. we have waited 5 full rounds of keno and still no service. For the prices of menu items, service makes this place just as undesirable. Will not be here again.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 4 0 0 0 0 0 0 0 0 0 0 0 0 4 3 3 3 3 3
0,"As one reviewer stated, they have gone downhill over the years, and sliding still. The menu is heavily focused on pita. The Spinakopita is very dry, and might be something prepackaged not house made. The moussaka tends to be runny. For a restaurant that claims to be Greek, what are provolone and mozzarella doing in the entrees? Long time BYOB, which is uncivilized! Perhaps they have forgotten Greece has some good wines.",0 0 0 0 0 0 1 2 1 1 1 0 0 0 0 0 0 1 1 1 1 0 1 0 1 2 0 0 0 0 1 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0
0,"Average food quality, exceptional bad service, every time when I visited there, I asked myself why I still need to pay tips (service charge) for the waitress who provided such bad service to customers, however, no choice, 10% is compulsory.  The only reason that I went there again is my son love one (the only one) item from their menu,  for me ""no, thank you!""",4 3 2 3 3 3 0 0 0 0 0 0 0 0 0 1 0 1 1 1 1 1 0 0 0 0 1 0 1 1 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 4 2 2
1,Awesome lunch. The greens have so much flavor and content!  I had the Boho Flock and it was superb  my husband had the power flock and it was good as well. The full size is quite large. The Flock Stock soup was wonderful. The pumpkin seeds gave it a nice 'chew'. Awesome spot for lunch and it is reasonably priced!,3 1 0 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 1 0 0 1 2 1 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 2 1
1,"BBQ is very nice, especially seekh kabaab and paratha are quite authentic, Behari kabaabs are as behari as it could get (coming from someone with lots of behari friends). Chicken Karahi is very good too, the portions are a bit small, food is a lil pricey but definitely worth the money. Weekends can be quite busy, so get there early.",1 1 2 3 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 3 3 0 0 0 0 0 0 0 0 0
0,"Bad reception from the hostess. We ordered items but were later told some of them are not available. We switched but when the bill came it still included the switched items. The waiter had to go validate.

Food was so-so, better for post bar consumption. 

Washrooms had not been taken care of for at least several hours, paper everywhere,...",2 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
0,Band tonight was good. That's basically the only thing. Crab cake sandwich was horrible. Surfer Bucket was a ton of fries and no meat or fish ultimately. Spent $30 and we didn't even eat barely anything because it was so gross. Salsa and guac is good. I suggest to come and drink. If you need to eat go elsewhere.,0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1
0,"Beautiful place but terrible service. Terrible food!!!! Atmosphere was middle age white couples. We were a group of people from different ethnicities and were pretty much out of place. Not good for big groups. They are not accommodating at all! For such a pricey place you would think the food would be good. It was so bad and does not even taste fresh! 

Very disappointed, would not come back!",1 1 0 3 1 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 2 3 0 0 0 0
0,"Been coming here for 28 years and I lived it BUT whomever bought this place over a few years ago or whomever runs it now has changed it for the worst....it's dirty, they can't get an order right (more than once) and more than likely your stomach will hurt after you eat...",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 2 1 1 1
1,"Been there twice recently,  lunch and dinner.  I had a chitarra alla carbonara which was delicious,  however it looked like most pasta servings are not very generous. Also had the prosciutto pizza, thin crust, good amount of prosciutto and arugula,  maybe a little more cheese would make it even better. The staff is very kind and efficient.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 2
1,Been to this restaurant twice now when I have friends from out of town.  Very satisfied with the food quality. Had the kabab and rice and soup well seasoned. The complimentary bread and dip are awesome. Service can be a little late due to the fact the restaurant is always busy. But worth the visit.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 4 2 2 2 3 0 0 1 0 1 0 1 2 3 0 2 2 1 2 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2
1,"Best of the best hero I've had and East Coast ambience.  Balance of menu looks enticing.  If you've never had a real hero, go here.  This is the real deal. Foghet about the shopping center around you...the familia understands deli mia.  The familia is traditional and has a heart of gold.  A real find outside of the strip.  I will be back.  Please don't flirt with the daughter...",1 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0
1,"Best. Mexican. Food. In. Madison. Always good.  Always full of people. Recently opened a new seating area that doubles their capacity.  I you check the wall, you will see tha this tiny hole in the wall was suggested by a national newspaper as one of the best places in the nation for Mexican fare.  It is delicious, it is quick, it is very inexpensive.",3 2 2 1 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 3 0 0 3 0 0 0 3
1,Big portion! I d wish they have 3 sizes because I can't even finish half size! Their specialty is definitely the many options you can choose. We pick the Elvis and the one with all sausages. We like both! 24 hr service is just perfect because we can go there any time for a quick fix! Highly recommend it and will go back next time we visit!,1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 1 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0 3 4 0 0 0 0 0 0 0 0 0
0,Breakfast was a bust...mediocre food. Bacon was disgusting. I was hoping for more as Gilbert needs more breakfast places but you are much better off sticking with the Farmhouse downtown or on Gilbert (south of Elliott). They both get really busy with long lines but worth it. Very bummed this Cafe was not good.,0 0 0 2 1 1 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 1 1 2 3 3
1,"Buddy only knows cakes and cannoli's right? Wrong! We had a great time at Buddy V's. The food was excellent and it was a really fun environment!

My wife had the egg plant parmesan for the first time and loved it! I had the Capellini shrimp scampi.

We loved it all. Even hit Carlo's Bakery on the way out. Fun night!",0 0 0 0 0 0 0 0 0 0 0 3 2 0 0 0 0 0 0 3 0 0 0 0 1 3 1 0 0 0 0 0 0 0 0 0 0 0 0 3 1 0 0 0 0 0 0 0 3 1 1 0 0 0 0 0 0 0 0 3 1
1,Buffalo wild wings chicken tortilla soup all i can say amazzziing. New lunch special is the bomb. Also having a community day April 22 where 10 percent of every sale goes towards the boys and girls club. How awesome is that. Fun friendly place. Even though its a bar its family oriented and feels right at home. Cant wait to go back.,1 1 1 1 1 1 0 0 0 0 4 1 1 1 0 1 4 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 1 1 1 1 0 2 0 0 3 4 1 0 0 0 0 0 0 1 1 0 1 1 1 2 2 2 1 1 1
0,Buyer beware of the catering portions. Ordered for 18 people didnt even feed 15 people. Trays were not full half empty rice and veggies. I felt mislead by manager on portions and price. Would have been better off to order individual bowls with discount coupons. With that being said what food we did get was good.,0 2 1 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 2 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0,"Cafe rio is overrated. The sweet pork and tortillas are good but there proportions are terrible. Sometimes there is no meat and WAY to much cheese and vise versa. You also have to pay for sauces and sour cream. Overall, they do have fresh food but it isn't prepared well and I felt sick after I went there.",0 0 0 2 0 0 0 0 0 0 0 0 0 3 3 3 0 0 0 2 2 0 2 2 2 2 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 2 2 2 0 1 3 3 1 1 1 1
0,"Came here for sushi, I would have to say its the worst sushi place I have ever been too. Service wasnt great at all. This place is very over priced. They charged me 44 dollars for sake, Which I thought was the most I have ever spend on 250ml of sake. I would never go back to this place. I would never recommend this place to anyone!!!!",0 0 0 0 0 0 0 0 0 1 1 3 3 3 2 2 2 2 2 1 2 2 0 0 1 1 1 1 2 2 1 2 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 1 1 2 1 0 0 0 0
0,"Came here with a group to celebrate celebrate a 40th birthday. There were ~23 of us from across the nation, who came here for brunch that was reserved several weeks in advance. The prefixed menu options were not available, the fryer broke down. However, the host was not notified until our arrival and there was no adequate substitution provided.

May not be a good idea for large groups.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 2 2 2 2 1 1 1
0,"Came in at 6pm on a Sunday night.  No wait.  Four servers in our section (empty handed, not busy) and not one said a word to us.  We waited 10 minutes for someone to take our drink order before we left.  Too many good restaurants in this area to mess with that.",0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 2 2 2 2 2 2 2 0 2 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 1 0 0
1,"Came to this location and restaurant for the first time yesterday 6/19/17. The salads were huge portions and the chicken was great. I went to the Elliot location today 6/20, because we had such a great experience at Mill Ave. It was night and day difference. Chicken sucked at Elliot and portions were half the size...",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0,"Cane in for a crispy chicken sandwich and French fries a quick snack because i haven't had any from Burger King on a very long time 
Well experience was horrible after 18 minutes of waiting they realized i was waiting in my order they tried to hurry and the starting to screw i got a frozen spicy chicken sandwich NASTY French fries cold 
Only great item in the menu my SODA 
What experience",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 4 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0
1,"Chef Loan creates a great vegan meal everytime, A holiday Thanksgiving or Christmas vegan dinner with all the fixings, however you need to call one week ahead to order for special occasion meals. The food is always fresh even when some veggies are not in seeason, they some how pull it off. Addictive to say the least, a huge menu to chose from.",0 0 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 2 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1
0,"Cold coffee, cold donut, flies EVERYWHERE, biscuit was hard as a rock, plate was so loaded with gravy it engulfed the egg on top, items listed on the menu that staff had to apologize are not ""yet"" available, patio seating so 1 person is directly in the sun, and one's in the shade, I won't be back, very poor experience.",1 1 1 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0 1 1 1
1,"Compared to others in the area, Scramble beats all competitors.  The menu is varied enough to please everyone.  Brizza (breakfast pizza) is unique. You order like you do at Paradise or Wildflower and the food comes to the table, which you have chosen.  Patio is nice weather permitting.  Coffee refills--self service.  Ambience is excellent for the area--close to where we like to hike.  Lots to like about this place.",0 0 0 0 0 0 1 1 0 1 0 1 0 1 0 0 0 0 2 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0
1,DELICIOUS FOOD!!...my girlfriend and I love sushi so we are always trying different restaurants but it looks like we have found our new go to spot. Hands down better then a lot of big name sushi chains. If you are looking for super fresh food and beautiful dish presentations with a chill atmosphere this place is a must. KEEP THE GOOD FOOD COMING SASAKI!!!,4 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 1 0 2 1 1 0 0 2 2 0 0 0 0 1 0 0 2 1 0 0
0,DON'T waste your Time Money or Abuse your Tummy. Greed via poor mgmt..etc has Knocked this to knuckle scraping level. The Variety is Non Existent..the Quality is Abysmal and its Sad. I Vow..Promise Never Again. Sadly they used to have a Fairly Decent buffet and staff..Poof its GONE. Yet Another Confirmation of Money OVER Matter. BTW the adjoining Cafe is Worse if even Imaginably Possible. Out of half the menu..spoiled food..Tufffff steak..rotten service.,0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 1 0
