label,text,human_attention
0,About as authentic as a shamrock shake. Ordered the corned beef and cabbage they gave us rubbery shaved deli meat two big quarters of watery unflavored cabbage and bland mashed potatoes from what I imagine came from a box. The beer list was pathetic only offering 3 americanized irish beers on tap including guinness draught not even offered at room temperature. Gross at best.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 3 1 0 3 1 1 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
0,"Absolute pot head that dealt with us at the window.  He was so stoned he couldn't even figure out how to swipe my card and was laughing hysterically at himself.  While my 4 children uttered ""What is the skunky smell Dad?"" as his odor emanated out of the drive-thru window.  Mind you this was 10 am.  Suffice it to say, our smoothies were as advertised despite this.",0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1,"Absolutely  excellent ravioli! Best in Italy so far. 30 eur for 2 pastas and .75l house wine.
INSIDE TIP.
Grab a glass of wine and a pillow from the restaurant (they provide) and sit on the picturesque steps looking down the alley. There is always a number of couples just sitting and enjoying the location, not even waiting for the restaurant.",0 3 3 3 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1,"Absolutely LOVED it! The cheese curds and the beer brat sandwich was phenomenal! The service was a slam dunk, attentive, without being intrusive. My only regret was that I didn't pick up a 6pk of that Las Vegas lager they have before I left back for California. I will have to research shipping, or just get back over there sooner than later!",2 3 2 1 1 1 1 1 1 1 1 1 2 1 2 2 2 2 2 3 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1,"Absolutely fabulous restaurant! Had my traditional seafood birthday dinner here this year, and they did not disappoint! They were running a Maine lobster boil special. The lobster was the best I have had in a very long time...sweet meat and perfectly cooked. Our waiter was fantastic and friendly, even despite the fact that we were dressed in our regular street clothes. Will definitely come here again, and again!",1 2 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1 2 0 0 0 0 0 0 0 1 1 0 2 1 0 1 0 2 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0
1,Absolutely fantastic! The food was so good. I had the chicken and waffles. The chicken was perfectly cooked and the red velvet waffles are like nothing I've had before. The best part of it all: the prices! I felt like I was ten years back in time. There wasn't one thing on the lunch menu over $9! I will definitely be back next time I'm in Cleveland.,2 3 0 1 1 1 2 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 1 1 1 1 1 1 1 0 2 1 1 1 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 2 2 2 0 0 0
0,"Absolutely terrible for a burrito place. Nor up to par with competitors. Burrito was very small, little toppings, and minute made rice. The side chips were very bland and no flavour. The salsa was watered down, and then drink was too small. Overall a complete waste of $11. I do not recommend this place.",2 3 1 0 1 1 1 1 1 1 0 0 1 1 1 3 1 1 0 0 0 0 1 1 1 1 1 3 1 3 3 0 0 0 2 2 0 0 0 0 2 2 0 0 0 2 0 0 0 1 2 2 0 0
0,Absolutely terrible service. The server was awful!! She came to take the order and we never saw her again a buster brought our food out. I had to get my own to go box for my food and had to ask the cashier for my check because I had no idea where our server was. Do not go to this cafe!!,3 3 2 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 2 2
1,Absolutely the best buffet I've ever been too.. So much variety. First time I went there is like almost 4 dozen shrimps. The M cider was pretty amazing. The best part was the desserts. They so many different desserts waiting to be eaten by me. Love the different types of ice cream as well.,1 2 2 1 1 1 1 1 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 2 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1 2 2 1 2 2 0 0
0,"Advertised ""New York Style"" pizza, and had us wondering if they had ever been to New York. Pizza was medium crust, cheese was low quality with grease puddling on top, and the sauce wasn't even noticeable. Waitress wasn't nasty, but definitely had a very strange attitude and came off as fake nice. I was scared of her.",1 1 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 3 3 0 1 3 1 1
1,"After a day of Pokemon hunting.  This is a perfect place to take a break. Exceptionally nice cafe hidden just off Main Street, it's a gem that most people would miss.  If you are lucky enough like me, enjoy a Caffe Affogato and a fresh baked blueberry muffin. 

The homemade tiramisu looks awesome something I would try it next time I'm around here.",0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 2 2 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 2 0 0 0 0 0 0 0 0 0 0
0,After living in Brasil for 5 years I was very excited to try this place. I was thoroughly disappointed.  The price was way too much for their choice of meats. The night I went they weren't offering all their meats they claim to serve. Their salad bar had nothing authentic to Brasil. Quality of meat was mediocre at best. Price way too much for what you get.,0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 3 3 0 2 1 2 2 2 0 0 0 0 0 0 0 0 0 0 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 2 2 2 2 2 2 2
0,"After reading some of the reviews we decided we would try this restaurant.  We were sadly disappointed.  We ordered the Pad Thai and the House Special.  The Pad Thai was a poor imitation of the real thing with 90% noodles, maybe 4 shrimp and 3 small cubes of chicken.  It was hard to find a vegetable.  The Chili Club special was equally disappointing and rather bland.  We won't be back.",1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 2 3 2 2 2 2
1,"After reading some previous negative reviews, I felt obligated to tell what a great experiance I had here. Yes its in an older area, but being a native to Las Vegas, there is nothing to be afraid of here. I found the people there friendly and super helpful. We recieved some fun tips on the meat we purchased....which was delicious...Beautiful bone in ribeye, some brats, and killer bacon.  SO YUMMY!",0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 2 1 2 2 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 0 0 0 2 2 3 3
0,"After waiting over half an hour for your food, not to mention the time it took to get a table, I was rewarded with a soggy pizza that had giant holes in the crust.  I find it amusing that the owner himself made my pizza and just threw toppings on the plate to cover the giant holes in the crust.",0 2 3 3 3 3 2 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 0 0 2 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 1 1 2 2 2 1 2 2 2 2
0,"Ahhh Sambalatte where do I begin...

This place is great if you enjoy a cliche vegas place trying too hard to be something it is not, trendy/local/hip... Its completely kitsch

Their subpar coffee is prepared by uneducated (coffee-wise) and rude employees their latte art is cool but it adds to the already long wait to get some coffee. 
 #gag",1 1 1 1 0 1 0 1 0 2 0 0 1 0 2 1 1 0 1 1 0 1 1 0 0 1 1 0 2 3 0 3 2 0 1 0 3 1 0 3 3 0 1 1 0 1 0 0 1 0 0 1 3 3 0 0 1 1 0
1,All around great food and service. Staff is very friendly and keeps the customer in mind. If you are looking for a great BBQ then this place is a must try. It's hard to find good pulled pork and good BBQ sauce and Rynos does it well. All the sides I have had are really good especially the southwest style cream corn and the sweet beans.,2 2 3 3 2 3 3 2 3 3 2 3 2 3 2 3 2 3 2 3 2 2 3 3 2 3 3 3 2 3 3 0 1 0 1 1 1 1 0 1 1 1 0 1 1 0 1 2 1 2 1 2 2 1 3 3 2 1 3 3 3 3 2 2 3 3
1,"Alright, I might be biased. 
But after my previous bad experience with another wing store, Wing Stop seem like the best thing anyone can have when craving wings. 
Friendly service, decent price (compare to other store, but not compare to frozen wings), great flavor. 
My first choice when it comes to wings!",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 3 3 0 0 0 0 0 0 0 0 0 0 3 3 0 2 2 0 0 0 0 0
0,"Although the large amount of sauce and cheese can disguise the truth, the food that I have tried here is low quality and lacks flavor. Was with a group of six and everyone agreed. Also had one of the cheap margaritas, which was nothing special. Just what you would expect from a $1.50 margarita 

I am pretty sure the salsa was made using canned tomatoes. 

I would not recommend.",0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 2 2 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2
1,"Always a line up at this place. The food covers the range of Afghan, Persian and Middle Eastern cuisine. Randomly enough there are hints of the Netherlands in the pictures and decor. The 2 brothers who run it take great care in their food plating. Makes it feel very gourmet.  P.S More people need to discover ""mantu"". It's the Afghan version of ravioli except better, yes better.",1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 2 2 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 1 3
1,"Always fresh, I like the Reuben but it's sloppy. Then again, that's what napkins are for!
My hubby loves the Italian and there must be a half pound of bacon on the BLT.
I am sure that if you are a sandwich eater, you would like any of these fresh, made to order subs and sandwiches.",1 2 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 1 2 1 0 1 1 1 1
1,"Amazing customer service, it was my first time here, I recently moved here to Vegas, unsure of what I was walking into, I asked the lady what she recommends and she picked the best smoothie for me!! One of the best smoothies, and great customer service! I walked out as one happy customer! I will definitely be back",3 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 2 2 2 3 3 3 1 1 1 1 2 3 3 1 1 3 3 3
1,Amazing food and even better customer service! I never write reviews but I had to for this place. Everyone we interacted with was so friendly and helpful in explaining the menu. The manager even gave us a 15% off coupon for our next visit for being first time customers. We will certainly be back for more!,3 2 0 1 2 3 3 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 1 1 0 1 1 1 0 0 0 0 0 0 1 1 1 0 1 1 1 1 1 1
1,"An Ohio City jewel! As you approach, it's a stuccoed, street-corner building. You step inside to an intimate setting of rich warm color and elegant simplicity. The food follows suit--fresh ingredients, delicious menu items, and lovely presentation. The kitchen is perfectly willing to adjust heat levels if you're worried an interesting menu item might be too spicy for your taste. Add excellent, friendly service, great pricing--we all loved it!",0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 2 1 0 0 0 2 0 3 0 0 0 2 1 0 0 0 2 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 3 2 1 2 1 0 1 0
1,"An excellent place downtown for lunch or dinner. All their food is vegan and really yummy. Their soba noodle dishes are very good with the spicy plum sauce. Addicting actually! Their menu items are yummy and healthy, and their smoothies are very refreshing. I am a vegetarian and I love this place.",0 2 2 2 2 2 2 2 0 0 2 2 2 2 3 3 0 1 2 2 2 3 3 0 0 0 0 0 1 1 0 1 1 1 2 2 2 0 0 2 1 2 2 0 0 0 1 1 3 3 3 3
1,Another destination I have to visit when I'm in town.  Place always has a huge line but it's open 24 hours which is awesome too.  Pretty cheap sandwiches for a place that's on the strip.  Their wraps and salads are okay.  But the sandwiches are the ones to get.  The turkey one with the cranberry sauce is my fave.  Two thumbs up!,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1
1,"Another one of Montréal's great delis. This one however is much more lowkey and away from the hustle and bustle of downtown. Food is very good and I've personally never had a problem with consistency. A benefit of Snowdon Deli over some of the other ones, they do breakfast and so it well. Personally I go for the pancakes which are huge and on par price wise with other breakfast places but larger.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 3 3 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 2 2 2 1 2 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0,Another sports themed restaurant centered around wings. A perfect place for those who are there mostly for the sports.  The wings are average at best. The one plus is that they have Murphy's on tap which is a rarity.  If it's a choice between here and Buffalo Wild Wings choose the later.,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 1 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 2 1 1 1 1 1 1 2 2 2
0,"Apparently Angie controls the closing time. I know now that the sign says 1:00 am. She actually means 12:40. What makes it worse is that I called to ask if they we're still open at 12:40. The reply I received was ""my office computer says 1:02, we can't serve you."" I wasn't looking for a big order. And no assistance! This place is garbage!!!",0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 2 2 0 2 2 2
1,Arrived at 6:30 pm tonight (Saturday) and only two other tables were taken.  So quiet for a Saturday night but food was delicious and service was excellent.  We had chicken satay skewers for dinner...it was good but the sauce could have had a little more zing to it.  I had the red chicken curry and he had a fried beef dish. I'd go back for sure,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 3 2 3 3 3 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 3 3 3
1,"Arrived just before 7pm on a friday night, little surprised to see a nearly empty restaurant.  But had a great meal and dining experience.

I ordered the pork sandwich, with coleslaw and baked beans.  My wife ordered pulled chicken with coleslaw.  Both were very tasty.  Only criticism would be the servings were a little smaller than I had expected.

Would recommend to friends and we will be back.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 2 2 3 3 3 3
1,"As a vegan I eat at Aladdins regularly and am never disappointed.   Today, I was in a fix with a late minute take out order for a party and Mary went over and above her job to help me out with a container and serving spoon.  What a gem!  Aladdins is lucky to have her.  I love this place for its great food and exceptional service!",1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 2 2 2 2 2 2 3 3 2 3 3
0,"As is with most chinese buffet places, it was a zoo and rundown looking inside. The food was mediocre at best with a small sprinkling of highlights...but, not enough to mention. I can't or wouldn't recommend this place at all! I only gave 2 stars because my waitress was friendly, attentive and cute.",0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0
0,Ate here three times and it was great.  Fourth time I noticed the cook had very long fingernails. He was just chopping and flipping the food on the fry plate with those long fingernails.  No gloves.   A guy with long finger nails cooking food- come on.  Something turned in my stomach and my mind at that point.  Never again going back.,0 0 1 1 0 1 1 1 0 0 0 0 0 1 1 1 1 1 0 0 0 1 1 1 0 1 0 0 0 0 1 0 1 1 2 2 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 3 3 3 2
1,"Ate here two times now and food has been excellent.  I've tried the roti and the jerk chicken.  Both were very good and tasted authentic. 
Owner was playing some nice tunes the day I was there which created a nice Caribbean atmosphere. This place would be even better if it had a patio to enjoy the beautiful summer weather. 
Can't wait to come back and try rest of menu!",0 0 0 0 0 0 3 3 3 3 0 0 0 0 0 0 0 0 1 1 3 3 1 3 3 1 1 1 1 2 2 0 0 0 0 0 0 0 0 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 3 3 3 1 1 1 1 1
0,Ate here while visiting friends and family in AZ. This was by far the worst food I had on my 3 week visit. And keep in mind I ate out everyday. We ordered 3 entrees and they were all inedible. It was so bad that it doesn't even deserve a single star. This place is awful.,0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 3 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 2 3 1 1 2 2 1 1 3 2 3 3 3 3 2 2 2 3
1,"Ate lunch here this weekend with a group.  We received excellent service.

I had the high desert  pasta and I plan to return as soon as possible and enjoy this dish again.   linguini, garlic, pine nuts, tomatoes, mushrooms, asiago cheese and cilantro, tossed with white wine and olive oil--I'm hooked, but now I'll never get to try all the other dishes.",0 0 0 0 0 0 0 0 0 0 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
0,Avoid at all costs unless u r into rude patronizing bartender about 5 feet tall with a 10 foot attitude. Also avoid the pitchers as the picture of the pitcher is not what u get. Avoid the pimms o clock as it is nowhere near the recipe that is standard for pimms sad that you can't post without giving a star as this place does not deserve a star,2 2 2 2 0 0 0 0 2 2 2 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 2 2 2 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 2 2 2
0,"Avoid. Initially, the menu sounds appetizing, in the trend of the up and coming québécois nouvelle cuisine. Oh were we disappointed. Overpriced and poor quality. The portions are ridiculously small. The food is surprisingly low grade. The atmosphere is nice but really doesn't offset the disappointments. This place almost qualifies as a scam. Head down mt royal avenue, for more and better options.",3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 1 0 1 1 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 1 1
1,Awesome buffet. The wait was less than an hour on Sunday night so I was happy with that. Once you're in service is so smooth. There are lots of veggie dishes if you don't do meat and the boiled/cut crab legs make it worth the price. They also make crepes to order in the desert area. Don't leave without having one!,3 3 0 1 0 1 1 1 1 0 0 0 0 0 0 2 0 0 0 0 0 3 1 1 3 0 0 2 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
1,"Awesome music, they had a band outside and a dj inside. Drinks are cheap. They have a food truck, games, and an ice rink. Some dude fought a girl there last night, so that's one of my only complaints.  And the bathroom was packed and gross by the end of the night.",2 1 1 1 0 1 1 0 1 1 1 1 1 2 0 1 0 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 0 1 0 1 0 1 1 0 1 1 0 1
0,Awful customer service. First time there and the waitress didn't explain the menu but sure as hell charged me $0.60 for the tiniest cup of ranch. When we go to leave we walk back into the restaurant and 3 waitresses are standing there and won't move. One waiter told the girls to move and they still stood there. Worst first time experience and won't be back,2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 3 2 2 2 2
