label,text,human_attention
1,Brendan in the bar is an amazing bartender! He is so knowledgeable and can make some outstanding cocktails!! He remembered us by name and gave us the best service we had for our entire trip! People like Brendan are the reason we go back to the montelucia Omni! Truly exceptional.,0 0 0 0 0 0 3 2 0 0 0 3 0 0 0 0 3 2 0 1 1 1 1 0 0 0 0 3 2 0 0 0 0 0 0 1 1 1 0 0 1 1 1 1 0 0 1 1 2 3
1,Came here for dinner tonight for the first time in a few years and it was just fantastic. Our server Jonah was super helpful with all of our questions and made the night great! We ordered the Hog Heaven to split and it was amazing. Can't wait to come back.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 3 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 3 1 2 1 2 2
0,"Came in for a casual Friday night dinner. Very attentive waitress. EXPENSIVE wine by the glass. House $7, others listed at $9 and $14 a glass. Extremely average or below average French dip and an Italian sandwich both served with broken tiny potato chips. Loud. Most likely will not return.",0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 0 0 0 0 0 0 0 0 0 1 1 0 0 2 0 0 1 2 2
1,"Came in for lunch. Really friendly owner and wife(cook). Asked for a suggestion and ordered the lunch special(pic posted). The wife also came to check on me and asked how everything was. The food tasted fresh and really homemade. Loved the dessert, Knafeh. Hope to return to try more dishes!",0 0 0 0 2 3 3 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 3 2 3 1 1 3 3 0 2 1 2 1 3 1 1 1 1
1,Can't believe a place this good sits smack dab in the middle of desert ridge. Interesting rolls but it just goes down to the quality of the fish. I plan to come here regularly. Great owner and staff. Fantastic sushi chefs. What are you waiting for? Get over here already!,0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 1 0 1 2 1 0 1 3 0 1 0 0 0 1 0 1 0 1 1
1,"Cant complain for the price! 1.50$ for a falafel, much better than paying close to 10$ for one at green panther (although it is better overall) My one complaint is that the women at the counter is always on the phone! I dont really care but it can be annoying.",0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1,"Crazy good food, the milk bar is like a drug that won't let go. I recommend all the buns, especially the fried chicken bun, the ramen is good, the whole fried chicken, friends lived the cauliflower and kale (way to healthful for me) and the rice cakes are so amazing!",2 3 2 0 1 1 0 2 1 2 0 0 0 0 0 3 0 0 1 1 0 1 1 1 0 1 0 3 0 1 1 1 1 1 0 1 0 1 0 0 0 0 0 0 0 1 1 1 1 3
0,"DO NOT EVER GO HERE EVER, CERTAINLY NOT MSG FREE.

DIMSUM TAKES FOREVER.....

MADE MYSELF AND PARTY MEMBERS VOMIT SHORTLY AFTERWARDS. 

it is also a pretty big upset when the waiter speaks zero english. 


HAD A RAPTURE-LEVEL EVACUATION OF MY COLON AFTERWARDS THAT CAN ONLY BE DESCRIBED AS A ""THUNDERFURY""",3 3 2 3 3 2 0 1 1 1 1 2 2 1 1 0 1 0 2 0 0 0 0 0 0 2 2 2 0 0 1 1 2 2 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 1
0,"Decided to come here for lunch which turned out to be a bad decision. The burrito i ordered was poorly made and rushed. In addition, cafe rio was out of rice.i dont understand how during businesses busiest times, they could run out of a key ingredient. This displays poor management.",0 0 0 0 0 0 0 0 0 0 0 0 3 2 0 1 0 0 0 3 2 0 3 0 0 0 0 0 3 3 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 3 2
0,Decided to come in here to get the frozen hot chocolate. I'd have to say this Serendipity is lacking. The best one is still in NY. We sat in a booth and it was really dirty with crumbs everywhere. It was empty when we arrived. Not coming back here again.,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 0 0 1 0 1 1 1 0 0 0 0 2 0 0 1 1 3 1 2 2 0 0 1 0 0 0 2 2 2 1 1
1,Delicious food and great environment. It was my first first and I am now a huge fan! I thought it was just fish tacos but the burritos were amazing too. Thank goodness I went with a group. I got to try a little of everything and it was all amazing!,3 3 0 3 3 0 0 0 1 1 0 0 0 1 1 2 1 0 0 0 0 1 2 2 1 0 3 2 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 2
1,Dining here tonight was a great experience!! Lisa was our server. She was friendly efficient and professional!! Even the gentlemen that server the water were friendly and observant to our needs. Thank you to the staff at Blue Point for a great experience. Food was fantastic!! Love the tomato bisque.,1 0 0 0 0 3 3 0 0 0 0 0 0 3 3 0 3 0 0 0 0 0 0 0 0 3 0 2 0 0 0 1 1 0 0 0 0 0 0 0 0 2 2 2 0 3 2 0 0 0
0,"Dirty. Dirty. Dirty. This USED TO BE a class act. Not anymore. Drunk waitresses, inept bartenders, trashed patrons and worn out ambiance. Sad and filthy. Food is overrated and under portioned for the price.  Better to go to Barrelhouse or Hamilton Walkers. At least there, it's not sticky and greasy.",3 3 3 0 1 1 1 0 1 1 1 1 3 1 3 1 3 1 0 3 3 1 3 0 3 1 0 3 0 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 3
1,Do yourself a favor and order the guacamole BLT. You won't regret it! There's about a pound of bacon in this sandwich making it well worth the price. The cold brew coffee is delicious as well. Parking is a bit of a nightmare sometimes but the food is worth it.,0 0 0 0 0 1 0 1 1 1 3 3 2 0 0 0 1 0 1 0 0 1 1 0 2 2 1 2 0 1 1 1 0 2 0 1 1 0 0 0 0 0 1 1 0 0 1 0 2 2
0,"Don't bother to go if you depend on a service animal as you will be asked for your animal's ""identification card"" (which she is not required by law to have), and then be left without so much as a glass of water when you explain that credentials are not required.",3 3 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 1 1 1 1 1 1 0 1 1 1 1
0,"Everything I had for breakfast was dry and had  no flavor. For 17.99 I expected something better. Eggs Benedict, bacon, hasbrowns, was a total fail. The Only thing Good was the coffee and orange juice. 
The service was good. But food quality was horrendous. They got rid of all discounts!!!",1 0 1 0 1 0 3 0 1 3 3 0 0 0 1 1 1 0 0 0 0 0 0 2 2 0 1 1 1 0 0 1 0 1 1 0 2 2 2 0 1 1 1 2 0 1 1 1 1 1
1,Excellent breakfast food and staff!!!! Great for a Sunday of chilling and drinking! The wait staff was great and friendly and really on top of drinks.  The food was served fairly quickly with local fresh ingredients. We will be going back in the future to taste more of the menu,3 2 2 1 2 3 2 0 2 0 2 0 2 0 1 1 0 3 1 3 0 1 0 1 0 1 0 1 0 2 2 3 0 1 2 2 1 1 1 2 2 1 1 2 1 2 2 1 1 2
1,"Excellent food, excellent service! We've been going to Rudy's for a couple of years now. It's the best Mexican food in the East valley. We absolutely love the chicken taquitos and the variety of burritos. It's family owned and operated and they treat us like family whenever we come in.",3 2 3 2 0 1 1 1 1 1 1 1 1 1 1 0 0 3 2 2 0 0 0 0 0 0 3 2 2 2 0 0 0 0 0 0 1 1 0 0 0 0 3 3 3 3 0 0 0 0
1,"Excellent. We drove over 30 miles to get here and it was well worth the drive. They have a variety of sushi, it is good. Usually I don't like buffet sushi, but this is good. They also have fresh peeled shrimp and yummy cocktail sauce. Ice cream for desert, yum!",3 0 1 1 1 1 0 0 0 0 0 0 2 3 1 2 0 0 0 1 1 1 1 1 2 0 0 0 0 0 0 0 1 0 2 0 0 0 3 2 2 1 3 2 2 2 2 1 2 3
1,Excelllent thai food. I have been to a couple of thai restaraunts in Tempe. None of them compare to Thai Basil. The staff was friendly. The food was excellent. I am normally a noodle guy and usually substitute rice for noodles but not there. Their rice is fantastic. Highly recommended.,3 2 2 0 0 0 0 0 1 0 1 1 0 0 3 1 1 3 0 0 0 0 3 1 3 0 3 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 3 2 2
1,Family went for the first time and was impressed.  All for of us got something different for dinner and it all was outstanding.  Service was excellent.   We are new to the Pittsburgh and may have found our go to resturant.  Big portions!!! The kids portions could probably feed most adults.,1 1 1 1 1 1 0 1 3 0 0 0 0 0 1 1 1 1 0 0 0 0 3 2 1 3 0 0 1 1 0 1 0 0 0 1 2 3 2 2 3 3 0 1 1 1 1 1 1 1
0,"First of all, it is spelled Neighbour, not Neighbor. You are in Canada. Use the Canadian spelling. 
Unbelievably bad service. We had to ask for bowls, chopsticks, water, spare spoon for the dish (we share our dishes), one at a time! The food was a disappointment. Will never go again.",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 3 2 2 2 2
1,First time here and it was amazing! We had the spicy scallop roll and the H3 roll. The forbidden black rice was delicious. The sauce with the gyoza was great! Will definitely come back. Glad my husband works around the block. This is a perfect little get away for lunch.,1 1 1 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 3 0 1 0 0 1 1 3 0 3 3 3 0 0 0 0 0 0 0 0 0 0 3 2 2 2 1 1
0,"First time here; tonight for dinner. The service leaves little to be desired.  Our server wasn't pleasant at all. He acted as though he was doing us a favor.

The food wasn't bad. I certainly wouldn't call it stellar but it was eatable.

I think we will continue to look!",0 0 0 0 0 0 0 1 2 2 2 2 2 0 2 3 3 1 1 0 1 1 1 1 1 2 2 1 2 0 0 0 0 0 1 2 2 1 2 1 1 1 2 0 1 1 1 1 0 1
0,"Food and atmosphere receive 4 stars. The service and the people get 1 Star. The staff was unfriendly and inattentive. We waited 5 minutes to pay. Had to flag someone down. Nobody seemed like they wanted to be there. If you can get passed the staff, the food was good.",1 0 1 1 0 1 0 1 0 0 1 1 1 1 0 1 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 0 1 1 1 1 0 1 1 1
0,"Food is good, but service terrible. They have me a to go box when I was eating in. Did not get my cup until after the fact. I had to talk to someone else for it place not clean, at least the food is good. Service kinda ruined my meal",0 0 0 0 1 2 0 0 0 0 0 1 1 0 0 1 1 0 0 1 1 0 1 0 0 0 1 0 1 0 1 0 0 1 0 0 0 2 2 0 0 0 0 0 0 1 0 2 0 1
0,"Food is good.  Service is unfriendly because the owner doesn't ask the ""chef"" to nicely interact with customers unless he feels like it or has time to do so.  He says the ""chef's"" job in a traditional restaurant is to make quality food.

Horrible attitude and won't go back there.",0 0 0 1 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 0 3 3 2 1
1,Food is great. Always fair with portions. The line could be long at times but that is to be expected because this place is amazing. Staff is always friendly and the food is always fresh. The establishment is always super clean! Definitely one of the better Chipotle in the valley.,1 0 3 0 2 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 1 0 2 3 0 0 1 0 1 3 0 0 0 1 3 3 0 0 0 0 2 0 0 0 0
0,"Food is slightly higher than average prices, but the quality is terrible. There are tons of better places in the area for cheaper. Pellegrino and Monte Cellos are two good examples. The sandwich we got was terrible. Mostly bread and burnt cheese. The salad was soggy. The pizza was gross.",0 0 0 1 0 0 1 0 0 3 1 3 0 0 2 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 3 1 1 1 3 2 0 1 1 3 0 1 1 3
0,"Food tastes like it was bought from Costco and reheated. Shrimp cocktail was completely soggy with brown spots on it. I get better shrimp cocktail when I get room service at a hotel. It's beyond me that this place calls themselves a ""prime seafood"" restaurant. I won't be going back.",1 1 0 0 0 1 0 1 0 3 1 1 0 2 3 0 1 1 0 0 0 1 1 1 1 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 1 0 0 1 1 0 0 0 0 0
0,Food was good but not worth the terrible service. My family and I got seated and our waitress didn't show up for over 15 minutes to get drinks started. I'm not sure if this is an occasional matter but enough to keep us away. Customer service should be a priority.,0 0 1 0 1 1 0 2 2 0 0 0 0 0 0 0 0 2 2 2 2 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 2 2 1 1 1 1 1 1
0,Food was not very good. Service was subpar. 4 out of the 6 water glasses were dirty with lipstick. There was syrup on one of the chairs that my mother-in-law sat in. The floor under the table was filthy. I would not recommend eating here and will never be back.,1 1 3 3 3 2 0 3 1 0 0 0 1 1 1 0 3 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 1 1 0 1 1 3 0 1 3 3 1 1 0 1 2 2 2
1,Got a pie and side to go from this place: butter chicken pie and coleslaw. The pie was pretty good with a nice flaky crust and the flavour of the butter chicken was pretty tasty. Pie size was on the smaller side so would maybe get the fries next time!,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1,"Great brunch menu on Sundays, love it lasts till 3 pm. Mimosas are made with fresh squeezed oranges and good amount of bubbles. At the non- alcoholic corner, ginger- pear drink is refreshingly delicious. 

On the downside, they have a wifi network but do not share it with the customers.",3 2 3 1 1 2 2 0 0 0 0 1 0 1 1 2 1 1 0 2 2 1 1 0 0 0 0 0 1 1 1 1 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1,"Great food, best cheese steak I've ever had. Sometimes can be too much bread, to little filling. This is a very popular lunch spot for local businesses, so be prepared for a crowd if you go around lunch. I recommend calling in orders ahead of time if in a hurry.",3 2 3 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 3 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1,"Great food. But I usually get here to late to eat. I come here because on all of my travels. ""250 plus days a year for 15 years and a lot of restaurants/lounges"" this is my favorite lounge. Very cool atmosphere. Incredible service. Great music. Awesome drinks. Love this place.",3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 2 3 2 3 3 3 2 3 2 3 1 1
1,"Great inexpensive breakfast restaurant! This place specializes in bagels, but has tons of other options for breakfast.  Their cream cheese selection is the best! There is plenty of room to sit and eat your meal or have a cup o' Joe.  I also like the friendly staff and quick service.",1 3 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 3 0 0 1 0 1 1 1 1 1 1 1 0 0 0 1 1 1 0 0 1 1 3 2 0 3 2
1,Great local downtown Waxhaw spot for lunch. Staff is very friendly and food is incredible. I have tried the meatloaf sandwich and the BLT and both get 5-stars. They are worth the visit to Waxhaw. Check out some of the other foods and products they sell while you're in there!,2 0 1 1 1 0 0 2 1 2 3 0 2 1 3 0 0 1 0 1 1 1 1 1 0 1 1 3 0 0 2 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1,"Great meal the mussles were a perfect start.
My filet was delicious and melted like butter
Bread pudding with fresh apples made me tear up.
Nice old feeling bar worth it especially for happy hour...happy hour food is 50 percent to offer their includes steaks 
Nice haunt for us locals.",3 2 0 1 0 0 3 1 0 1 0 3 0 1 1 1 1 1 0 1 1 1 1 1 1 3 3 3 0 2 2 1 0 1 0 0 0 0 0 0 0 0 0 0 0 3 3 0 0 1
1,"Great place to hang out and have some good beer. The food was also pretty good. Sit outside and watch the crowd or catch the sports on many TV's I had the ""east coat ipa"" good flavor and aroma. A place to come back and try a few more beers",3 3 0 1 1 0 1 1 3 3 0 2 2 1 3 3 2 2 1 2 1 2 1 2 1 2 1 2 2 0 1 1 2 1 1 3 3 1 3 1 2 1 2 2 1 1 0 2 2 2
1,"Great place to hang out with friends, food is amazing! ambiance is good as well, you can enjoy the night weather in AZ at night by sitting on the patio. service is good but would've been a bit faster on the orders of our drinks. great location highly recommend it.",3 3 0 1 1 0 0 2 0 3 2 0 3 0 0 0 0 3 0 1 2 0 0 0 1 0 1 0 0 1 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 3 3 3 3 1
1,"Great place! Came on a Sunday morning around 11 and had no problem getting a table and served quickly. I brought my vegan relatives and they loved their food and the options they had on the menu. Cool atmosphere, super easy parking, and a wonderful cause. I would definitely return!",2 2 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 2 2 0 0 0 0 0 0 0 3 1 1 0 0 0 0 0 0 0 0 3 3 1 2 2 0 0 2 1 0 1 2 2
1,"Great place, but I suggest ordering to go. Call ahead and pick up so you don't have to wait. 

I love watching them make the large flour tortillas in the back. Be sure to order a dozen to go. Everything is good on the menu, so you cannot go wrong.",3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 0 0 0 0 0 2 2 2
